window_id,wall_time_str,wall_time_ms,algo_name,alpha,freq_idx,thread_idx,target_freq_khz,real_freq_khz,n_threads,samples,window_start_temp_c,window_max_temp_c,avg_energy_mJ,avg_steady_lat_s_per_token,avg_total_lat_s,avg_ftl_s,avg_overall_ts,avg_steady_ts,optimizer_time_ms
5,2025-06-19 14:58:37,1750316317637,MABMultiDim,0.5,4,0,2112000,2112000,1,5,499,51.6,25171.1,0.0537452,3.34665,1.68055,28.6857,18.6064,0.056
6,2025-06-19 14:58:54,1750316334425,MABMultiDim,0.5,7,0,2419200,2227200,1,5,492,53.3,25383.5,0.0513013,3.18536,1.59502,30.138,19.4928,0.07
7,2025-06-19 14:59:10,1750316350394,MABMultiDim,0.5,7,2,2419200,2227200,3,5,509,60.9,8757.78,0.021795,1.22874,0.553099,78.145,45.9099,0.054
8,2025-06-19 14:59:16,1750316356578,MABMultiDim,0.5,7,2,2419200,2227200,3,5,595,61.5,15687.7,0.0228078,1.2716,0.564556,75.5014,43.8538,0.053
9,2025-06-19 14:59:22,1750316362976,MABMultiDim,0.5,7,2,2419200,2227200,3,5,605,62.2,19215.9,0.0229462,1.28094,0.569612,74.9494,43.5849,0.07
10,2025-06-19 14:59:29,1750316369425,MABMultiDim,0.5,0,2,1651200,1651200,3,5,605,60.5,21591.5,0.0284263,1.64199,0.76077,58.4716,35.1841,0.08
11,2025-06-19 14:59:37,1750316377680,MABMultiDim,0.5,0,2,1651200,1651200,3,5,540,54.4,15326.9,0.0282118,1.6395,0.76494,58.5572,35.4463,0.079
12,2025-06-19 14:59:45,1750316385932,MABMultiDim,0.5,0,2,1651200,1651200,3,5,537,54,15995.4,0.0281844,1.63104,0.757328,58.8586,35.4812,0.083
13,2025-06-19 14:59:54,1750316394142,MABMultiDim,0.5,0,2,1651200,1651200,3,5,530,54,18956.4,0.0306203,1.70739,0.758166,56.6033,33.3351,0.079
14,2025-06-19 15:00:02,1750316402734,MABMultiDim,0.5,0,2,1651200,1651200,3,5,530,54,16333.8,0.0282087,1.63839,0.763921,58.5999,35.4511,0.101
15,2025-06-19 15:00:10,1750316410980,MABMultiDim,0.5,0,0,1651200,1651200,1,5,526,53,34000.8,0.0688829,4.28102,2.14565,22.4247,14.5174,0.08
16,2025-06-19 15:00:32,1750316432440,MABMultiDim,0.5,7,0,2419200,2227200,1,5,479,53.7,22947.5,0.051277,3.18582,1.59624,30.1338,19.5021,0.053
17,2025-06-19 15:00:48,1750316448425,MABMultiDim,0.5,7,1,2419200,2227200,2,5,526,58.8,16308.6,0.0279382,1.67256,0.806473,57.3988,35.7944,0.078
18,2025-06-19 15:00:56,1750316456828,MABMultiDim,0.5,7,1,2419200,2227200,2,5,574,59.5,22950.4,0.0281676,1.6755,0.802303,57.299,35.5071,0.053
19,2025-06-19 15:01:05,1750316465248,MABMultiDim,0.5,7,2,2419200,2227200,3,5,581,61.9,20159,0.0226491,1.26561,0.563483,75.8694,44.1673,0.062
20,2025-06-19 15:01:11,1750316471618,MABMultiDim,0.5,7,2,2419200,2227200,3,5,609,62.6,20463,0.0232173,1.29364,0.573903,74.2136,43.0748,0.075
21,2025-06-19 15:01:18,1750316478131,MABMultiDim,0.5,7,2,2419200,2227200,3,5,615,62.6,19441.8,0.0234573,1.3049,0.577722,73.5716,42.6361,0.056
22,2025-06-19 15:01:24,1750316484698,MABMultiDim,0.5,7,2,2419200,2227200,3,5,619,62.9,20567.4,0.0234263,1.30807,0.581854,73.3937,42.6899,0.065
23,2025-06-19 15:01:31,1750316491284,MABMultiDim,0.5,7,2,2419200,2227200,3,5,619,63.3,20577.9,0.0235339,1.30745,0.577903,73.4315,42.5019,0.069
24,2025-06-19 15:01:37,1750316497863,MABMultiDim,0.5,7,2,2419200,2227200,3,5,622,63.3,19892.4,0.0236441,1.31361,0.580645,73.0827,42.2958,0.056
25,2025-06-19 15:01:44,1750316504474,MABMultiDim,0.5,7,2,2419200,2227200,3,5,619,63.3,19721,0.0237359,1.32097,0.585153,72.6817,42.1343,0.055
26,2025-06-19 15:01:51,1750316511121,MABMultiDim,0.5,7,2,2419200,2227200,3,5,622,63.3,21647.3,0.0237496,1.32047,0.584237,72.7065,42.1197,0.071
27,2025-06-19 15:01:57,1750316517768,MABMultiDim,0.5,7,2,2419200,2227200,3,5,626,63.3,21292.3,0.0240749,1.32873,0.582407,72.2652,41.57,0.063
28,2025-06-19 15:02:04,1750316524455,MABMultiDim,0.5,7,2,2419200,2227200,3,5,619,63.6,21846.1,0.0238456,1.34265,0.603441,71.5401,41.9382,0.094
29,2025-06-19 15:02:11,1750316531214,MABMultiDim,0.5,7,2,2419200,2227200,3,5,626,63.6,19441.1,0.0239413,1.32986,0.587684,72.194,41.7812,0.069
30,2025-06-19 15:02:17,1750316537909,MABMultiDim,0.5,7,2,2419200,2227200,3,5,626,63.6,20252.3,0.0239426,1.32887,0.586651,72.2425,41.7671,0.059
31,2025-06-19 15:02:24,1750316544597,MABMultiDim,0.5,7,2,2419200,2227200,3,5,626,63.6,20120.3,0.0240226,1.33619,0.591488,71.8509,41.6301,0.069
32,2025-06-19 15:02:31,1750316551320,MABMultiDim,0.5,7,2,2419200,2227200,3,5,622,63.6,20333,0.0242887,1.33878,0.585827,71.7275,41.2082,0.054
33,2025-06-19 15:02:38,1750316558057,MABMultiDim,0.5,7,1,2419200,2227200,2,5,626,63.3,24246.8,0.0286567,1.69421,0.805852,56.672,34.9102,0.054
34,2025-06-19 15:02:46,1750316566571,MABMultiDim,0.5,6,1,2342400,2227200,2,5,605,62.9,24279.3,0.0287786,1.69523,0.803091,56.6345,34.7577,0.066
35,2025-06-19 15:02:55,1750316575088,MABMultiDim,0.5,6,2,2342400,2227200,3,5,612,63.6,18385.4,0.0239214,1.32362,0.582054,72.5587,41.8413,0.056
36,2025-06-19 15:03:01,1750316581748,MABMultiDim,0.5,6,2,2342400,2227200,3,5,622,63.6,19855.1,0.0239247,1.32876,0.587098,72.2479,41.798,0.059
37,2025-06-19 15:03:08,1750316588436,MABMultiDim,0.5,6,2,2342400,2227200,3,5,629,63.9,20955.4,0.0244659,1.34888,0.59044,71.1822,40.8973,0.069
38,2025-06-19 15:03:15,1750316595223,MABMultiDim,0.5,6,2,2342400,2227200,3,5,633,63.9,19304,0.0248887,1.36044,0.588894,70.6464,40.3053,0.065
39,2025-06-19 15:03:22,1750316602067,MABMultiDim,0.5,6,2,2342400,2227200,3,5,629,63.9,19129.7,0.024144,1.34113,0.592669,71.5849,41.419,0.06
40,2025-06-19 15:03:28,1750316608817,MABMultiDim,0.5,6,2,2342400,2227200,3,5,633,63.9,19284.9,0.024215,1.34542,0.59476,71.3541,41.2986,0.076
41,2025-06-19 15:03:35,1750316615586,MABMultiDim,0.5,6,0,2342400,2227200,1,5,629,62.9,25452.3,0.0517128,3.19851,1.59541,30.0142,19.3376,0.044
42,2025-06-19 15:03:51,1750316631621,MABMultiDim,0.5,7,0,2419200,2227200,1,5,540,56.1,27153.5,0.0515813,3.1951,1.59608,30.0462,19.3869,0.053
43,2025-06-19 15:04:07,1750316647637,MABMultiDim,0.5,7,0,2419200,2227200,1,5,540,56.8,25211,0.0514802,3.19158,1.59569,30.0793,19.425,0.055
44,2025-06-19 15:04:23,1750316663636,MABMultiDim,0.5,6,0,2342400,2227200,1,5,530,56.1,24509.6,0.0514609,3.19047,1.59518,30.0898,19.4323,0.05
45,2025-06-19 15:04:39,1750316679630,MABMultiDim,0.5,6,2,2342400,2227200,3,5,537,62.6,16445.6,0.0225788,1.26973,0.569785,75.6427,44.3163,0.08
46,2025-06-19 15:04:46,1750316686020,MABMultiDim,0.5,6,2,2342400,2227200,3,5,612,63.3,19143.4,0.0236063,1.30812,0.576326,73.392,42.3669,0.06
47,2025-06-19 15:04:52,1750316692606,MABMultiDim,0.5,6,2,2342400,2227200,3,5,622,63.3,20418.3,0.0239432,1.33836,0.596125,71.7621,41.7726,0.059
48,2025-06-19 15:04:59,1750316699342,MABMultiDim,0.5,6,2,2342400,2227200,3,5,622,63.6,21301.5,0.0242018,1.34067,0.590415,71.6294,41.3459,0.071
49,2025-06-19 15:05:06,1750316706092,MABMultiDim,0.5,6,2,2342400,2227200,3,5,629,63.6,19035.5,0.0239886,1.32869,0.585045,72.2541,41.6916,0.063
0,2025-06-19 15:06:43,1750316803911,Bayesian,0.5,7,2,2419200,2227200,3,5,420,58.8,4059.29,0.0212514,1.20997,0.551173,79.3524,47.0738,0.071
1,2025-06-19 15:06:50,1750316810010,Bayesian,0.5,2,2,1881600,1881600,3,5,571,57.1,10132.9,0.0253513,1.45157,0.665678,66.1401,39.4472,0.077
2,2025-06-19 15:06:57,1750316817310,Bayesian,0.5,4,1,2112000,2112000,2,5,547,57.1,22347,0.0292537,1.7508,0.843937,54.8329,34.1853,0.071
3,2025-06-19 15:07:06,1750316826112,Bayesian,0.5,1,2,1766400,1766400,3,5,557,55.7,17263.5,0.0266982,1.53536,0.707721,62.5294,37.459,0.08
4,2025-06-19 15:07:13,1750316833832,Bayesian,0.5,2,1,1881600,1881600,2,5,540,54.7,17442,0.0333203,1.99169,0.958755,48.2012,30.0118,0.077
5,2025-06-19 15:07:23,1750316843842,Bayesian,0.5,0,2,1651200,1651200,3,5,530,53.7,17546.5,0.0286889,1.66065,0.771289,57.8416,34.8687,0.127
6,2025-06-19 15:07:32,1750316852196,Bayesian,0.5,7,0,2419200,2227200,1,5,523,55,30281.4,0.0513577,3.18789,1.5958,30.1141,19.4714,0.079
7,2025-06-19 15:07:48,1750316868189,Bayesian,0.5,0,0,1651200,1651200,1,5,526,52.6,28975.7,0.0688663,4.27872,2.14387,22.4367,14.5209,0.149
8,2025-06-19 15:08:09,1750316889624,Bayesian,0.5,6,2,2342400,2227200,3,5,468,60.9,8483.26,0.0216893,1.23411,0.561745,77.8393,46.1382,0.098
9,2025-06-19 15:08:15,1750316895849,Bayesian,0.5,5,0,2227200,2227200,1,5,591,59.5,31140.8,0.0513892,3.18793,1.59487,30.1141,19.4597,0.086
10,2025-06-19 15:08:31,1750316911830,Bayesian,0.5,3,2,1996800,1996800,3,5,516,58.8,8912.92,0.0230564,1.3274,0.612653,72.3225,43.3722,0.122
11,2025-06-19 15:08:38,1750316918508,Bayesian,0.5,3,0,1996800,1996800,1,5,578,57.8,23546.4,0.0566434,3.53045,1.7745,27.1922,17.6543,0.134
12,2025-06-19 15:08:56,1750316936205,Bayesian,0.5,5,2,2227200,2227200,3,5,503,61.5,10003.4,0.022173,1.26491,0.577545,75.9688,45.1453,0.11
13,2025-06-19 15:09:02,1750316942575,Bayesian,0.5,4,2,2112000,2112000,3,5,605,62.2,20803,0.0226081,1.28379,0.582938,74.7791,44.2332,0.149
14,2025-06-19 15:09:09,1750316949039,Bayesian,0.5,7,2,2419200,2227200,3,5,609,62.9,20744,0.0233985,1.30132,0.575971,73.7783,42.7493,0.115
15,2025-06-19 15:09:15,1750316955590,Bayesian,0.5,6,2,2342400,2227200,3,5,615,62.9,20754.4,0.0239738,1.32971,0.586521,72.2245,41.7779,0.194
16,2025-06-19 15:09:22,1750316962281,Bayesian,0.5,2,0,1881600,1881600,1,5,615,61.5,34049.5,0.0607362,3.76918,1.88636,25.4699,16.4647,0.184
17,2025-06-19 15:09:41,1750316981171,Bayesian,0.5,3,1,1996800,1996800,2,5,516,56.8,16255.2,0.0307128,1.84319,0.89109,52.0842,32.5597,0.147
18,2025-06-19 15:09:50,1750316990436,Bayesian,0.5,3,2,1996800,1996800,3,5,561,60.2,13920.2,0.0231973,1.33843,0.619313,71.7393,43.1125,0.118
19,2025-06-19 15:09:57,1750316997173,Bayesian,0.5,5,2,2227200,2227200,3,5,595,62.6,19191.2,0.0231822,1.29698,0.578333,74.0393,43.1394,0.128
20,2025-06-19 15:10:03,1750317003703,Bayesian,0.5,2,2,1881600,1881600,3,5,615,61.5,19282.3,0.0257005,1.4619,0.665183,65.6748,38.9153,0.145
21,2025-06-19 15:10:11,1750317011055,Bayesian,0.5,1,1,1766400,1766400,2,5,588,58.8,22231.2,0.0354076,2.11807,1.02043,45.3252,28.2428,0.204
22,2025-06-19 15:10:21,1750317021695,Bayesian,0.5,3,2,1996800,1996800,3,5,547,60.9,12584.7,0.0233155,1.33779,0.615005,71.7639,42.894,0.157
23,2025-06-19 15:10:28,1750317028436,Bayesian,0.5,3,2,1996800,1996800,3,5,595,61.5,18977.6,0.0234098,1.34024,0.614533,71.633,42.7219,0.178
24,2025-06-19 15:10:35,1750317035183,Bayesian,0.5,6,1,2342400,2227200,2,5,605,62.2,20472.1,0.0282337,1.67909,0.803846,57.1744,35.4204,0.185
25,2025-06-19 15:10:43,1750317043625,Bayesian,0.5,7,1,2419200,2227200,2,5,602,62.6,19319.9,0.0285555,1.68915,0.803926,56.8374,35.0289,0.106
26,2025-06-19 15:10:52,1750317052113,Bayesian,0.5,3,1,1996800,1996800,2,5,605,60.5,22997.7,0.0308849,1.85096,0.893528,51.8659,32.3784,0.149
27,2025-06-19 15:11:01,1750317061412,Bayesian,0.5,5,1,2227200,2227200,2,5,585,62.2,23269,0.0283056,1.68325,0.805779,57.034,35.3337,0.153
28,2025-06-19 15:11:09,1750317069873,Bayesian,0.5,4,0,2112000,2112000,1,5,605,60.5,30861.4,0.0542271,3.3619,1.68086,28.5555,18.4411,0.148
29,2025-06-19 15:11:26,1750317086724,Bayesian,0.5,1,2,1766400,1766400,3,5,537,57.4,10081.3,0.0268968,1.53844,0.704638,62.4017,37.1803,0.196
30,2025-06-19 15:11:34,1750317094459,Bayesian,0.5,1,2,1766400,1766400,3,5,564,57.8,17205.9,0.0268568,1.54111,0.708545,62.2974,37.238,0.211
31,2025-06-19 15:11:42,1750317102218,Bayesian,0.5,1,2,1766400,1766400,3,5,568,58.1,16545.1,0.0270902,1.5468,0.707004,62.0678,36.921,0.187
32,2025-06-19 15:11:50,1750317110005,Bayesian,0.5,1,2,1766400,1766400,3,5,568,58.1,20324.7,0.026814,1.53837,0.707134,62.4081,37.2962,0.196
33,2025-06-19 15:11:57,1750317117748,Bayesian,0.5,0,1,1651200,1651200,2,5,571,57.1,25009.8,0.0376843,2.25643,1.08822,42.5473,26.5378,0.251
34,2025-06-19 15:12:09,1750317129082,Bayesian,0.5,0,2,1651200,1651200,3,5,530,55.7,14061.6,0.0283332,1.64793,0.769603,58.2623,35.2962,0.233
35,2025-06-19 15:12:17,1750317137379,Bayesian,0.5,0,2,1651200,1651200,3,5,550,56.1,14622.5,0.0285194,1.64158,0.757478,58.484,35.0701,0.261
36,2025-06-19 15:12:25,1750317145642,Bayesian,0.5,0,2,1651200,1651200,3,5,550,56.1,15090.1,0.0291656,1.65698,0.752843,58.0084,34.4261,0.253
37,2025-06-19 15:12:33,1750317153984,Bayesian,0.5,0,2,1651200,1651200,3,5,554,56.1,15034.3,0.0287786,1.64377,0.751639,58.4118,34.7694,0.236
38,2025-06-19 15:12:42,1750317162258,Bayesian,0.5,0,2,1651200,1651200,3,5,550,56.1,15277,0.0285349,1.6374,0.752823,58.6338,35.0546,0.173
39,2025-06-19 15:12:50,1750317170499,Bayesian,0.5,0,2,1651200,1651200,3,5,550,56.1,14682.5,0.0284463,1.63549,0.753655,58.7011,35.1575,0.225
40,2025-06-19 15:12:58,1750317178731,Bayesian,0.5,0,2,1651200,1651200,3,5,550,56.1,15731.2,0.029345,1.66454,0.754842,57.7596,34.2168,0.23
41,2025-06-19 15:13:07,1750317187111,Bayesian,0.5,0,2,1651200,1651200,3,5,550,56.1,16060.9,0.0290021,1.65479,0.75573,58.0302,34.5189,0.25
42,2025-06-19 15:13:15,1750317195440,Bayesian,0.5,0,2,1651200,1651200,3,5,550,56.1,16044.2,0.0284744,1.6346,0.75189,58.735,35.1303,0.229
43,2025-06-19 15:13:23,1750317203669,Bayesian,0.5,0,2,1651200,1651200,3,5,550,56.1,15467.9,0.0286871,1.65013,0.760831,58.192,34.8722,0.227
44,2025-06-19 15:13:31,1750317211976,Bayesian,0.5,0,2,1651200,1651200,3,5,550,56.1,16416,0.0287761,1.64755,0.755485,58.2763,34.7669,0.24
45,2025-06-19 15:13:40,1750317220269,Bayesian,0.5,0,2,1651200,1651200,3,5,547,56.1,17265.7,0.0283727,1.63476,0.755202,58.7251,35.2457,0.226
46,2025-06-19 15:13:48,1750317228498,Bayesian,0.5,0,2,1651200,1651200,3,5,550,56.1,17279.6,0.0290424,1.65791,0.757595,57.9135,34.4515,0.234
47,2025-06-19 15:13:56,1750317236844,Bayesian,0.5,0,2,1651200,1651200,3,5,550,56.1,18893.5,0.0291235,1.67984,0.777015,57.1895,34.3687,0.249
48,2025-06-19 15:14:05,1750317245300,Bayesian,0.5,3,2,1996800,1996800,3,5,557,61.5,15835,0.0234336,1.35703,0.63059,70.7929,42.6796,0.163
49,2025-06-19 15:14:12,1750317252140,Bayesian,0.5,3,2,1996800,1996800,3,5,605,62.2,19432.4,0.0234182,1.35297,0.627009,70.9831,42.7094,0.221
